branch,construction_source,model,dataset,side,layer,method,rho,decode_mode
oracle_tt,,whisper,seame_dev_sge,encoder,12,raw,6.0,official_standard
oracle_tt,,whisper,ascend_eval,encoder,12,raw,6.0,official_standard
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,13,raw,0.5,greedy
oracle_tt,,whisper,seame_dev_man,encoder,13,raw,0.5,greedy
oracle_tt,,whisper,seame_dev_sge,encoder,13,raw,0.5,greedy
oracle_tt,,whisper,ascend_eval,encoder,13,raw,0.5,greedy
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,13,raw,0.5,official_standard
oracle_tt,,whisper,seame_dev_man,encoder,13,raw,0.5,official_standard
oracle_tt,,whisper,seame_dev_sge,encoder,13,raw,0.5,official_standard
oracle_tt,,whisper,ascend_eval,encoder,13,raw,0.5,official_standard
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,13,raw,1.0,greedy
oracle_tt,,whisper,seame_dev_man,encoder,13,raw,1.0,greedy
oracle_tt,,whisper,seame_dev_sge,encoder,13,raw,1.0,greedy
oracle_tt,,whisper,ascend_eval,encoder,13,raw,1.0,greedy
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,13,raw,1.0,official_standard
oracle_tt,,whisper,seame_dev_man,encoder,13,raw,1.0,official_standard
oracle_tt,,whisper,seame_dev_sge,encoder,13,raw,1.0,official_standard
oracle_tt,,whisper,ascend_eval,encoder,13,raw,1.0,official_standard
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,13,raw,2.0,greedy
oracle_tt,,whisper,seame_dev_man,encoder,13,raw,2.0,greedy
oracle_tt,,whisper,seame_dev_sge,encoder,13,raw,2.0,greedy
oracle_tt,,whisper,ascend_eval,encoder,13,raw,2.0,greedy
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,13,raw,2.0,official_standard
oracle_tt,,whisper,seame_dev_man,encoder,13,raw,2.0,official_standard
oracle_tt,,whisper,seame_dev_sge,encoder,13,raw,2.0,official_standard
oracle_tt,,whisper,ascend_eval,encoder,13,raw,2.0,official_standard
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,13,raw,4.0,greedy
oracle_tt,,whisper,seame_dev_man,encoder,13,raw,4.0,greedy
oracle_tt,,whisper,seame_dev_sge,encoder,13,raw,4.0,greedy
oracle_tt,,whisper,ascend_eval,encoder,13,raw,4.0,greedy
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,13,raw,4.0,official_standard
oracle_tt,,whisper,seame_dev_man,encoder,13,raw,4.0,official_standard
oracle_tt,,whisper,seame_dev_sge,encoder,13,raw,4.0,official_standard
oracle_tt,,whisper,ascend_eval,encoder,13,raw,4.0,official_standard
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,13,raw,6.0,greedy
oracle_tt,,whisper,seame_dev_man,encoder,13,raw,6.0,greedy
oracle_tt,,whisper,seame_dev_sge,encoder,13,raw,6.0,greedy
oracle_tt,,whisper,ascend_eval,encoder,13,raw,6.0,greedy
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,13,raw,6.0,official_standard
oracle_tt,,whisper,seame_dev_man,encoder,13,raw,6.0,official_standard
oracle_tt,,whisper,seame_dev_sge,encoder,13,raw,6.0,official_standard
oracle_tt,,whisper,ascend_eval,encoder,13,raw,6.0,official_standard
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,14,raw,0.5,greedy
oracle_tt,,whisper,seame_dev_man,encoder,14,raw,0.5,greedy
oracle_tt,,whisper,seame_dev_sge,encoder,14,raw,0.5,greedy
oracle_tt,,whisper,ascend_eval,encoder,14,raw,0.5,greedy
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,14,raw,0.5,official_standard
oracle_tt,,whisper,seame_dev_man,encoder,14,raw,0.5,official_standard
oracle_tt,,whisper,seame_dev_sge,encoder,14,raw,0.5,official_standard
oracle_tt,,whisper,ascend_eval,encoder,14,raw,0.5,official_standard
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,14,raw,1.0,greedy
oracle_tt,,whisper,seame_dev_man,encoder,14,raw,1.0,greedy
oracle_tt,,whisper,seame_dev_sge,encoder,14,raw,1.0,greedy
oracle_tt,,whisper,ascend_eval,encoder,14,raw,1.0,greedy
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,14,raw,1.0,official_standard
oracle_tt,,whisper,seame_dev_man,encoder,14,raw,1.0,official_standard
oracle_tt,,whisper,seame_dev_sge,encoder,14,raw,1.0,official_standard
oracle_tt,,whisper,ascend_eval,encoder,14,raw,1.0,official_standard
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,14,raw,2.0,greedy
oracle_tt,,whisper,seame_dev_man,encoder,14,raw,2.0,greedy
oracle_tt,,whisper,seame_dev_sge,encoder,14,raw,2.0,greedy
oracle_tt,,whisper,ascend_eval,encoder,14,raw,2.0,greedy
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,14,raw,2.0,official_standard
oracle_tt,,whisper,seame_dev_man,encoder,14,raw,2.0,official_standard
oracle_tt,,whisper,seame_dev_sge,encoder,14,raw,2.0,official_standard
oracle_tt,,whisper,ascend_eval,encoder,14,raw,2.0,official_standard
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,14,raw,4.0,greedy
oracle_tt,,whisper,seame_dev_man,encoder,14,raw,4.0,greedy
oracle_tt,,whisper,seame_dev_sge,encoder,14,raw,4.0,greedy
oracle_tt,,whisper,ascend_eval,encoder,14,raw,4.0,greedy
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,14,raw,4.0,official_standard
oracle_tt,,whisper,seame_dev_man,encoder,14,raw,4.0,official_standard
oracle_tt,,whisper,seame_dev_sge,encoder,14,raw,4.0,official_standard
oracle_tt,,whisper,ascend_eval,encoder,14,raw,4.0,official_standard
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,14,raw,6.0,greedy
oracle_tt,,whisper,seame_dev_man,encoder,14,raw,6.0,greedy
oracle_tt,,whisper,seame_dev_sge,encoder,14,raw,6.0,greedy
oracle_tt,,whisper,ascend_eval,encoder,14,raw,6.0,greedy
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,14,raw,6.0,official_standard
oracle_tt,,whisper,seame_dev_man,encoder,14,raw,6.0,official_standard
oracle_tt,,whisper,seame_dev_sge,encoder,14,raw,6.0,official_standard
oracle_tt,,whisper,ascend_eval,encoder,14,raw,6.0,official_standard
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,15,raw,0.5,greedy
oracle_tt,,whisper,seame_dev_man,encoder,15,raw,0.5,greedy
oracle_tt,,whisper,seame_dev_sge,encoder,15,raw,0.5,greedy
oracle_tt,,whisper,ascend_eval,encoder,15,raw,0.5,greedy
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,15,raw,0.5,official_standard
oracle_tt,,whisper,seame_dev_man,encoder,15,raw,0.5,official_standard
oracle_tt,,whisper,seame_dev_sge,encoder,15,raw,0.5,official_standard
oracle_tt,,whisper,ascend_eval,encoder,15,raw,0.5,official_standard
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,15,raw,1.0,greedy
oracle_tt,,whisper,seame_dev_man,encoder,15,raw,1.0,greedy
oracle_tt,,whisper,seame_dev_sge,encoder,15,raw,1.0,greedy
oracle_tt,,whisper,ascend_eval,encoder,15,raw,1.0,greedy
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,15,raw,1.0,official_standard
oracle_tt,,whisper,seame_dev_man,encoder,15,raw,1.0,official_standard
oracle_tt,,whisper,seame_dev_sge,encoder,15,raw,1.0,official_standard
oracle_tt,,whisper,ascend_eval,encoder,15,raw,1.0,official_standard
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,15,raw,2.0,greedy
oracle_tt,,whisper,seame_dev_man,encoder,15,raw,2.0,greedy
oracle_tt,,whisper,seame_dev_sge,encoder,15,raw,2.0,greedy
oracle_tt,,whisper,ascend_eval,encoder,15,raw,2.0,greedy
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,15,raw,2.0,official_standard
oracle_tt,,whisper,seame_dev_man,encoder,15,raw,2.0,official_standard
oracle_tt,,whisper,seame_dev_sge,encoder,15,raw,2.0,official_standard
oracle_tt,,whisper,ascend_eval,encoder,15,raw,2.0,official_standard
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,15,raw,4.0,greedy
oracle_tt,,whisper,seame_dev_man,encoder,15,raw,4.0,greedy
oracle_tt,,whisper,seame_dev_sge,encoder,15,raw,4.0,greedy
oracle_tt,,whisper,ascend_eval,encoder,15,raw,4.0,greedy
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,15,raw,4.0,official_standard
oracle_tt,,whisper,seame_dev_man,encoder,15,raw,4.0,official_standard
oracle_tt,,whisper,seame_dev_sge,encoder,15,raw,4.0,official_standard
oracle_tt,,whisper,ascend_eval,encoder,15,raw,4.0,official_standard
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,15,raw,6.0,greedy
oracle_tt,,whisper,seame_dev_man,encoder,15,raw,6.0,greedy
oracle_tt,,whisper,seame_dev_sge,encoder,15,raw,6.0,greedy
oracle_tt,,whisper,ascend_eval,encoder,15,raw,6.0,greedy
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,15,raw,6.0,official_standard
oracle_tt,,whisper,seame_dev_man,encoder,15,raw,6.0,official_standard
oracle_tt,,whisper,seame_dev_sge,encoder,15,raw,6.0,official_standard
oracle_tt,,whisper,ascend_eval,encoder,15,raw,6.0,official_standard
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,16,raw,0.5,greedy
oracle_tt,,whisper,seame_dev_man,encoder,16,raw,0.5,greedy
oracle_tt,,whisper,seame_dev_sge,encoder,16,raw,0.5,greedy
oracle_tt,,whisper,ascend_eval,encoder,16,raw,0.5,greedy
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,16,raw,0.5,official_standard
oracle_tt,,whisper,seame_dev_man,encoder,16,raw,0.5,official_standard
oracle_tt,,whisper,seame_dev_sge,encoder,16,raw,0.5,official_standard
oracle_tt,,whisper,ascend_eval,encoder,16,raw,0.5,official_standard
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,16,raw,1.0,greedy
oracle_tt,,whisper,seame_dev_man,encoder,16,raw,1.0,greedy
oracle_tt,,whisper,seame_dev_sge,encoder,16,raw,1.0,greedy
oracle_tt,,whisper,ascend_eval,encoder,16,raw,1.0,greedy
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,16,raw,1.0,official_standard
oracle_tt,,whisper,seame_dev_man,encoder,16,raw,1.0,official_standard
oracle_tt,,whisper,seame_dev_sge,encoder,16,raw,1.0,official_standard
oracle_tt,,whisper,ascend_eval,encoder,16,raw,1.0,official_standard
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,16,raw,2.0,greedy
oracle_tt,,whisper,seame_dev_man,encoder,16,raw,2.0,greedy
oracle_tt,,whisper,seame_dev_sge,encoder,16,raw,2.0,greedy
oracle_tt,,whisper,ascend_eval,encoder,16,raw,2.0,greedy
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,16,raw,2.0,official_standard
oracle_tt,,whisper,seame_dev_man,encoder,16,raw,2.0,official_standard
oracle_tt,,whisper,seame_dev_sge,encoder,16,raw,2.0,official_standard
oracle_tt,,whisper,ascend_eval,encoder,16,raw,2.0,official_standard
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,16,raw,4.0,greedy
oracle_tt,,whisper,seame_dev_man,encoder,16,raw,4.0,greedy
oracle_tt,,whisper,seame_dev_sge,encoder,16,raw,4.0,greedy
oracle_tt,,whisper,ascend_eval,encoder,16,raw,4.0,greedy
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,16,raw,4.0,official_standard
oracle_tt,,whisper,seame_dev_man,encoder,16,raw,4.0,official_standard
oracle_tt,,whisper,seame_dev_sge,encoder,16,raw,4.0,official_standard
oracle_tt,,whisper,ascend_eval,encoder,16,raw,4.0,official_standard
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,16,raw,6.0,greedy
oracle_tt,,whisper,seame_dev_man,encoder,16,raw,6.0,greedy
oracle_tt,,whisper,seame_dev_sge,encoder,16,raw,6.0,greedy
oracle_tt,,whisper,ascend_eval,encoder,16,raw,6.0,greedy
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,16,raw,6.0,official_standard
oracle_tt,,whisper,seame_dev_man,encoder,16,raw,6.0,official_standard
oracle_tt,,whisper,seame_dev_sge,encoder,16,raw,6.0,official_standard
oracle_tt,,whisper,ascend_eval,encoder,16,raw,6.0,official_standard
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,17,raw,0.5,greedy
oracle_tt,,whisper,seame_dev_man,encoder,17,raw,0.5,greedy
oracle_tt,,whisper,seame_dev_sge,encoder,17,raw,0.5,greedy
oracle_tt,,whisper,ascend_eval,encoder,17,raw,0.5,greedy
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,17,raw,0.5,official_standard
oracle_tt,,whisper,seame_dev_man,encoder,17,raw,0.5,official_standard
oracle_tt,,whisper,seame_dev_sge,encoder,17,raw,0.5,official_standard
oracle_tt,,whisper,ascend_eval,encoder,17,raw,0.5,official_standard
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,17,raw,1.0,greedy
oracle_tt,,whisper,seame_dev_man,encoder,17,raw,1.0,greedy
oracle_tt,,whisper,seame_dev_sge,encoder,17,raw,1.0,greedy
oracle_tt,,whisper,ascend_eval,encoder,17,raw,1.0,greedy
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,17,raw,1.0,official_standard
oracle_tt,,whisper,seame_dev_man,encoder,17,raw,1.0,official_standard
oracle_tt,,whisper,seame_dev_sge,encoder,17,raw,1.0,official_standard
oracle_tt,,whisper,ascend_eval,encoder,17,raw,1.0,official_standard
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,17,raw,2.0,greedy
oracle_tt,,whisper,seame_dev_man,encoder,17,raw,2.0,greedy
oracle_tt,,whisper,seame_dev_sge,encoder,17,raw,2.0,greedy
oracle_tt,,whisper,ascend_eval,encoder,17,raw,2.0,greedy
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,17,raw,2.0,official_standard
oracle_tt,,whisper,seame_dev_man,encoder,17,raw,2.0,official_standard
oracle_tt,,whisper,seame_dev_sge,encoder,17,raw,2.0,official_standard
oracle_tt,,whisper,ascend_eval,encoder,17,raw,2.0,official_standard
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,17,raw,4.0,greedy
oracle_tt,,whisper,seame_dev_man,encoder,17,raw,4.0,greedy
oracle_tt,,whisper,seame_dev_sge,encoder,17,raw,4.0,greedy
oracle_tt,,whisper,ascend_eval,encoder,17,raw,4.0,greedy
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,17,raw,4.0,official_standard
oracle_tt,,whisper,seame_dev_man,encoder,17,raw,4.0,official_standard
oracle_tt,,whisper,seame_dev_sge,encoder,17,raw,4.0,official_standard
oracle_tt,,whisper,ascend_eval,encoder,17,raw,4.0,official_standard
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,17,raw,6.0,greedy
oracle_tt,,whisper,seame_dev_man,encoder,17,raw,6.0,greedy
oracle_tt,,whisper,seame_dev_sge,encoder,17,raw,6.0,greedy
oracle_tt,,whisper,ascend_eval,encoder,17,raw,6.0,greedy
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,17,raw,6.0,official_standard
oracle_tt,,whisper,seame_dev_man,encoder,17,raw,6.0,official_standard
oracle_tt,,whisper,seame_dev_sge,encoder,17,raw,6.0,official_standard
oracle_tt,,whisper,ascend_eval,encoder,17,raw,6.0,official_standard
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,18,raw,0.5,greedy
oracle_tt,,whisper,seame_dev_man,encoder,18,raw,0.5,greedy
oracle_tt,,whisper,seame_dev_sge,encoder,18,raw,0.5,greedy
oracle_tt,,whisper,ascend_eval,encoder,18,raw,0.5,greedy
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,18,raw,0.5,official_standard
oracle_tt,,whisper,seame_dev_man,encoder,18,raw,0.5,official_standard
oracle_tt,,whisper,seame_dev_sge,encoder,18,raw,0.5,official_standard
oracle_tt,,whisper,ascend_eval,encoder,18,raw,0.5,official_standard
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,18,raw,1.0,greedy
oracle_tt,,whisper,seame_dev_man,encoder,18,raw,1.0,greedy
oracle_tt,,whisper,seame_dev_sge,encoder,18,raw,1.0,greedy
oracle_tt,,whisper,ascend_eval,encoder,18,raw,1.0,greedy
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,18,raw,1.0,official_standard
oracle_tt,,whisper,seame_dev_man,encoder,18,raw,1.0,official_standard
oracle_tt,,whisper,seame_dev_sge,encoder,18,raw,1.0,official_standard
oracle_tt,,whisper,ascend_eval,encoder,18,raw,1.0,official_standard
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,18,raw,2.0,greedy
oracle_tt,,whisper,seame_dev_man,encoder,18,raw,2.0,greedy
oracle_tt,,whisper,seame_dev_sge,encoder,18,raw,2.0,greedy
oracle_tt,,whisper,ascend_eval,encoder,18,raw,2.0,greedy
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,18,raw,2.0,official_standard
oracle_tt,,whisper,seame_dev_man,encoder,18,raw,2.0,official_standard
oracle_tt,,whisper,seame_dev_sge,encoder,18,raw,2.0,official_standard
oracle_tt,,whisper,ascend_eval,encoder,18,raw,2.0,official_standard
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,18,raw,4.0,greedy
oracle_tt,,whisper,seame_dev_man,encoder,18,raw,4.0,greedy
oracle_tt,,whisper,seame_dev_sge,encoder,18,raw,4.0,greedy
oracle_tt,,whisper,ascend_eval,encoder,18,raw,4.0,greedy
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,18,raw,4.0,official_standard
oracle_tt,,whisper,seame_dev_man,encoder,18,raw,4.0,official_standard
oracle_tt,,whisper,seame_dev_sge,encoder,18,raw,4.0,official_standard
oracle_tt,,whisper,ascend_eval,encoder,18,raw,4.0,official_standard
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,18,raw,6.0,greedy
oracle_tt,,whisper,seame_dev_man,encoder,18,raw,6.0,greedy
oracle_tt,,whisper,seame_dev_sge,encoder,18,raw,6.0,greedy
oracle_tt,,whisper,ascend_eval,encoder,18,raw,6.0,greedy
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,18,raw,6.0,official_standard
oracle_tt,,whisper,seame_dev_man,encoder,18,raw,6.0,official_standard
oracle_tt,,whisper,seame_dev_sge,encoder,18,raw,6.0,official_standard
oracle_tt,,whisper,ascend_eval,encoder,18,raw,6.0,official_standard
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,19,raw,0.5,greedy
oracle_tt,,whisper,seame_dev_man,encoder,19,raw,0.5,greedy
oracle_tt,,whisper,seame_dev_sge,encoder,19,raw,0.5,greedy
oracle_tt,,whisper,ascend_eval,encoder,19,raw,0.5,greedy
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,19,raw,0.5,official_standard
oracle_tt,,whisper,seame_dev_man,encoder,19,raw,0.5,official_standard
oracle_tt,,whisper,seame_dev_sge,encoder,19,raw,0.5,official_standard
oracle_tt,,whisper,ascend_eval,encoder,19,raw,0.5,official_standard
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,19,raw,1.0,greedy
oracle_tt,,whisper,seame_dev_man,encoder,19,raw,1.0,greedy
oracle_tt,,whisper,seame_dev_sge,encoder,19,raw,1.0,greedy
oracle_tt,,whisper,ascend_eval,encoder,19,raw,1.0,greedy
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,19,raw,1.0,official_standard
oracle_tt,,whisper,seame_dev_man,encoder,19,raw,1.0,official_standard
oracle_tt,,whisper,seame_dev_sge,encoder,19,raw,1.0,official_standard
oracle_tt,,whisper,ascend_eval,encoder,19,raw,1.0,official_standard
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,19,raw,2.0,greedy
oracle_tt,,whisper,seame_dev_man,encoder,19,raw,2.0,greedy
oracle_tt,,whisper,seame_dev_sge,encoder,19,raw,2.0,greedy
oracle_tt,,whisper,ascend_eval,encoder,19,raw,2.0,greedy
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,19,raw,2.0,official_standard
oracle_tt,,whisper,seame_dev_man,encoder,19,raw,2.0,official_standard
oracle_tt,,whisper,seame_dev_sge,encoder,19,raw,2.0,official_standard
oracle_tt,,whisper,ascend_eval,encoder,19,raw,2.0,official_standard
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,19,raw,4.0,greedy
oracle_tt,,whisper,seame_dev_man,encoder,19,raw,4.0,greedy
oracle_tt,,whisper,seame_dev_sge,encoder,19,raw,4.0,greedy
oracle_tt,,whisper,ascend_eval,encoder,19,raw,4.0,greedy
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,19,raw,4.0,official_standard
oracle_tt,,whisper,seame_dev_man,encoder,19,raw,4.0,official_standard
oracle_tt,,whisper,seame_dev_sge,encoder,19,raw,4.0,official_standard
oracle_tt,,whisper,ascend_eval,encoder,19,raw,4.0,official_standard
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,19,raw,6.0,greedy
oracle_tt,,whisper,seame_dev_man,encoder,19,raw,6.0,greedy
oracle_tt,,whisper,seame_dev_sge,encoder,19,raw,6.0,greedy
oracle_tt,,whisper,ascend_eval,encoder,19,raw,6.0,greedy
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,19,raw,6.0,official_standard
oracle_tt,,whisper,seame_dev_man,encoder,19,raw,6.0,official_standard
oracle_tt,,whisper,seame_dev_sge,encoder,19,raw,6.0,official_standard
oracle_tt,,whisper,ascend_eval,encoder,19,raw,6.0,official_standard
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,20,raw,0.5,greedy
oracle_tt,,whisper,seame_dev_man,encoder,20,raw,0.5,greedy
oracle_tt,,whisper,seame_dev_sge,encoder,20,raw,0.5,greedy
oracle_tt,,whisper,ascend_eval,encoder,20,raw,0.5,greedy
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,20,raw,0.5,official_standard
oracle_tt,,whisper,seame_dev_man,encoder,20,raw,0.5,official_standard
oracle_tt,,whisper,seame_dev_sge,encoder,20,raw,0.5,official_standard
oracle_tt,,whisper,ascend_eval,encoder,20,raw,0.5,official_standard
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,20,raw,1.0,greedy
oracle_tt,,whisper,seame_dev_man,encoder,20,raw,1.0,greedy
oracle_tt,,whisper,seame_dev_sge,encoder,20,raw,1.0,greedy
oracle_tt,,whisper,ascend_eval,encoder,20,raw,1.0,greedy
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,20,raw,1.0,official_standard
oracle_tt,,whisper,seame_dev_man,encoder,20,raw,1.0,official_standard
oracle_tt,,whisper,seame_dev_sge,encoder,20,raw,1.0,official_standard
oracle_tt,,whisper,ascend_eval,encoder,20,raw,1.0,official_standard
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,20,raw,2.0,greedy
oracle_tt,,whisper,seame_dev_man,encoder,20,raw,2.0,greedy
oracle_tt,,whisper,seame_dev_sge,encoder,20,raw,2.0,greedy
oracle_tt,,whisper,ascend_eval,encoder,20,raw,2.0,greedy
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,20,raw,2.0,official_standard
oracle_tt,,whisper,seame_dev_man,encoder,20,raw,2.0,official_standard
oracle_tt,,whisper,seame_dev_sge,encoder,20,raw,2.0,official_standard
oracle_tt,,whisper,ascend_eval,encoder,20,raw,2.0,official_standard
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,20,raw,4.0,greedy
oracle_tt,,whisper,seame_dev_man,encoder,20,raw,4.0,greedy
oracle_tt,,whisper,seame_dev_sge,encoder,20,raw,4.0,greedy
oracle_tt,,whisper,ascend_eval,encoder,20,raw,4.0,greedy
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,20,raw,4.0,official_standard
oracle_tt,,whisper,seame_dev_man,encoder,20,raw,4.0,official_standard
oracle_tt,,whisper,seame_dev_sge,encoder,20,raw,4.0,official_standard
oracle_tt,,whisper,ascend_eval,encoder,20,raw,4.0,official_standard
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,20,raw,6.0,greedy
oracle_tt,,whisper,seame_dev_man,encoder,20,raw,6.0,greedy
oracle_tt,,whisper,seame_dev_sge,encoder,20,raw,6.0,greedy
oracle_tt,,whisper,ascend_eval,encoder,20,raw,6.0,greedy
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,20,raw,6.0,official_standard
oracle_tt,,whisper,seame_dev_man,encoder,20,raw,6.0,official_standard
oracle_tt,,whisper,seame_dev_sge,encoder,20,raw,6.0,official_standard
oracle_tt,,whisper,ascend_eval,encoder,20,raw,6.0,official_standard
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,21,raw,0.5,greedy
oracle_tt,,whisper,seame_dev_man,encoder,21,raw,0.5,greedy
oracle_tt,,whisper,seame_dev_sge,encoder,21,raw,0.5,greedy
oracle_tt,,whisper,ascend_eval,encoder,21,raw,0.5,greedy
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,21,raw,0.5,official_standard
oracle_tt,,whisper,seame_dev_man,encoder,21,raw,0.5,official_standard
oracle_tt,,whisper,seame_dev_sge,encoder,21,raw,0.5,official_standard
oracle_tt,,whisper,ascend_eval,encoder,21,raw,0.5,official_standard
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,21,raw,1.0,greedy
oracle_tt,,whisper,seame_dev_man,encoder,21,raw,1.0,greedy
oracle_tt,,whisper,seame_dev_sge,encoder,21,raw,1.0,greedy
oracle_tt,,whisper,ascend_eval,encoder,21,raw,1.0,greedy
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,21,raw,1.0,official_standard
oracle_tt,,whisper,seame_dev_man,encoder,21,raw,1.0,official_standard
oracle_tt,,whisper,seame_dev_sge,encoder,21,raw,1.0,official_standard
oracle_tt,,whisper,ascend_eval,encoder,21,raw,1.0,official_standard
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,21,raw,2.0,greedy
oracle_tt,,whisper,seame_dev_man,encoder,21,raw,2.0,greedy
oracle_tt,,whisper,seame_dev_sge,encoder,21,raw,2.0,greedy
oracle_tt,,whisper,ascend_eval,encoder,21,raw,2.0,greedy
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,21,raw,2.0,official_standard
oracle_tt,,whisper,seame_dev_man,encoder,21,raw,2.0,official_standard
oracle_tt,,whisper,seame_dev_sge,encoder,21,raw,2.0,official_standard
oracle_tt,,whisper,ascend_eval,encoder,21,raw,2.0,official_standard
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,21,raw,4.0,greedy
oracle_tt,,whisper,seame_dev_man,encoder,21,raw,4.0,greedy
oracle_tt,,whisper,seame_dev_sge,encoder,21,raw,4.0,greedy
oracle_tt,,whisper,ascend_eval,encoder,21,raw,4.0,greedy
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,21,raw,4.0,official_standard
oracle_tt,,whisper,seame_dev_man,encoder,21,raw,4.0,official_standard
oracle_tt,,whisper,seame_dev_sge,encoder,21,raw,4.0,official_standard
oracle_tt,,whisper,ascend_eval,encoder,21,raw,4.0,official_standard
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,21,raw,6.0,greedy
oracle_tt,,whisper,seame_dev_man,encoder,21,raw,6.0,greedy
oracle_tt,,whisper,seame_dev_sge,encoder,21,raw,6.0,greedy
oracle_tt,,whisper,ascend_eval,encoder,21,raw,6.0,greedy
oracle_tt,,whisper,cs_dialogue_dev_select,encoder,21,raw,6.0,official_standard
oracle_tt,,whisper,seame_dev_man,encoder,21,raw,6.0,official_standard
